Symbol,Five Minute Change,Average Volume,Total Volume,Days Open,Days Change,20MA Open,50MA Open,200MA Open,20MA Change,50MA Change,200MA Change,Next Days Change
AAPL,0.00,13905.21739,959460,143.035,-0.01,143.21325,143.3909,143.4651,-0.01,-0.01,0.00,0.02
AAPL,0.00,13327.86765,906295,139.51,0.02,140.76025,141.7784,142.72645,0.01,0.00,-0.01,0.00
AAPL,0.00,12436.57971,858124,139.82,0.00,141.09525,141.4629,141.81635,-0.02,-0.02,-0.01,0.01
AAPL,0.00,12188.81081,901972,139.87,0.01,139.55275,139.1059,140.3113,0.01,0.02,0.00,0.02
AAPL,0.00,8490.492958,602825,140.01,0.02,140.0975,141.1556,140.388025,0.01,0.00,0.00,0.00
AAPL,0.00,8995.909091,593730,143.98,0.00,143.2955,142.0533,140.9471,0.00,0.01,0.01,-0.01
AAPL,0.00,8047.5,531135,143.78,-0.01,143.4965,143.7041,142.14055,0.00,0.00,0.01,-0.01
AAPL,0.00,6950.060606,458704,144.72,-0.01,143.598,143.2416,143.223,0.00,0.00,0.00,-0.01
AAPL,0.00,8429.61039,649080,141.75,-0.01,142.43525,143.1141,143.437125,-0.01,-0.01,0.00,0.01
AAPL,0.00,11172.5,782075,139.62,0.01,139.98825,140.8594,142.534475,0.00,0.00,-0.01,0.01
AAPL,0.00,9521.787879,628438,142.99,0.01,142.09375,141.1435,141.246275,0.01,0.02,0.00,0.01
AAPL,0.00,12160.63636,802602,143.91,0.01,144.0195,143.7776,141.7604,0.00,0.00,0.01,0.01
AAPL,0.00,11745.68182,775215,144.48,0.01,144.288,144.3886,143.3598,0.01,0.01,0.01,0.00
AAPL,0.00,9144.681818,603549,148.765,0.00,147.47775,146.5691,144.881825,0.01,0.01,0.01,0.00
AAPL,0.00,7434.074627,498083,149.465,0.00,148.973,148.8231,146.7511,0.00,0.00,0.01,0.00
AAPL,0.00,8786.348485,579899,149.5,0.00,149.21475,148.8904,148.465575,0.00,0.00,0.00,-0.01
AAPL,0.00,7665.25,521237,150.09,-0.01,149.73175,149.1226,149.008525,0.00,0.00,0.00,0.00
AAPL,0.00,9478.15942,653993,147.88,0.00,148.39325,148.8469,149.014425,0.00,0.00,0.00,0.00
AAPL,0.00,8388.106061,553615,149.315,0.00,149.3625,148.9842,148.9704,0.00,0.00,0.00,0.00
AAPL,0.00,9889.742424,652723,148.79,0.00,149.15425,149.3491,149.042075,0.00,0.00,0.00,-0.04
AAPL,0.00,17615.43421,1338773,152.45,-0.04,150.9235,150.0505,149.483875,0.00,0.01,0.01,0.02
AAPL,0.00,16642.14706,1131666,147.06,0.02,147.104,149.6763,150.287775,0.02,0.00,0.00,0.00
AAPL,0.00,7732.140845,548982,148.79,0.00,148.925,149.0291,150.068225,0.00,0.00,-0.01,0.00
AAPL,0.00,9191.542857,643408,150.105,0.00,149.46725,148.9381,148.77265,0.00,0.01,0.01,0.01
AAPL,0.00,5795.30303,382490,150.59,0.01,150.459,150.4672,149.681,0.01,0.00,0.00,-0.01
AAPL,0.00,7354.426471,500101,151.775,-0.01,151.89275,151.2315,150.5169,0.00,0.00,0.00,0.00
AAPL,0.00,6615.363636,436614,151.215,0.00,151.31975,151.3105,150.988025,0.00,0.00,0.00,-0.01
AAPL,0.00,6191.705128,482953,151.49,-0.01,150.84225,150.7108,151.1183,0.00,0.00,0.00,0.00
AAPL,0.00,10158.16667,792337,150.17,0.00,150.4945,150.5746,150.876975,0.00,0.00,0.00,-0.01
AAPL,0.00,10928.48718,852422,150.03,-0.01,150.66875,150.789,150.72255,-0.02,-0.02,-0.01,-0.01
AAPL,0.00,4467.846154,348492,148.96,-0.01,148.14925,148.4982,149.916325,0.00,0.00,-0.01,0.01
AAPL,0.00,8388.25641,654284,148.45,0.01,148.0215,147.9624,148.895575,0.01,0.01,0.00,0.00
AAPL,0.00,7932.012821,618697,150.38,0.00,150.04725,149.8645,148.706175,0.00,0.00,0.00,0.01
AAPL,0.00,8222.278481,649560,149.93,0.01,149.98425,149.9709,149.402375,0.01,0.01,0.01,0.02
AAPL,0.00,19359.75949,1529421,151.03,0.02,151.08225,151.1695,150.354725,0.02,0.02,0.01,0.03
AAPL,0.00,26786.32911,2116120,153.74,0.03,153.76375,154.0344,151.869675,0.03,0.02,0.02,0.02
AAPL,0.00,29845.0641,2327915,157.56,0.02,157.85875,157.6909,154.43455,0.02,0.02,0.02,-0.01
AAPL,0.00,30243.91139,2389269,161.73,-0.01,160.66775,160.3912,157.322975,0.02,0.02,0.02,0.00
AAPL,0.00,13827.74359,1078564,161.1,0.00,162.29,163.2145,161.1066,-0.01,-0.02,0.00,0.01
AAPL,0.00,10069.1519,795463,160.69,0.01,160.7315,160.1861,161.70145,0.00,0.01,0.00,-0.02
AAPL,0.00,28840.78571,1211313,159.6,-0.02,161.17425,161.1656,161.0955,-0.02,-0.02,-0.01,0.00
AAPL,0.00,13991.55128,1091341,159.39,0.00,157.915,158.3322,160.0085,0.02,0.01,0.00,0.04
AAPL,0.00,49342.96203,3898094,159.99,0.04,160.476,160.5957,160.0634,0.02,0.02,0.01,-0.02
AAPL,0.00,29368.20253,2320088,167.48,-0.02,165.233,164.5539,161.396275,0.01,0.02,0.02,0.03
AAPL,0.00,28734.30769,2241276,158.61,0.03,163.22775,165.9838,165.02805,0.00,-0.02,0.00,-0.01
AAPL,0.00,22307.84615,1740012,164.015,-0.01,163.7705,163.4531,165.0163,-0.02,-0.02,-0.01,0.01
AAPL,0.00,23494.72152,1856083,164.29,0.01,160.671,160.7921,162.65535,0.03,0.03,0.01,0.01
AAPL,0.00,22523.59494,1779364,169.095,0.01,166.006,166.0325,163.737875,0.03,0.03,0.02,0.02
AAPL,0.00,21229.44872,1655897,172.07,0.02,170.34,170.5746,166.816225,0.03,0.02,0.03,0.00
AAPL,0.00,16377.85897,1277473,174.87,0.00,174.675,174.4961,171.0644,0.00,0.00,0.02,0.02
AAPL,0.00,18478.59494,1459809,175.26,0.02,175.08925,175.3303,173.879675,0.02,0.01,0.01,-0.03
AAPL,0.00,22669.24359,1768201,181.17,-0.03,179.1725,178.2063,176.099225,-0.01,0.00,0.01,-0.01
AAPL,0.00,19299.51899,1524662,175.32,-0.01,177.35575,177.9118,177.463175,-0.02,-0.02,0.00,0.02
AAPL,0.00,17678.34615,1378911,175.075,0.02,174.7125,174.1291,176.599025,0.02,0.01,-0.01,-0.04
TSLA,0.00,14712.19231,1147551,628.8,-0.01,632.687,633.5826,633.41791,-0.01,-0.02,-0.01,0.04
TSLA,0.00,17397.5443,1374406,628.59,0.04,624.2771,623.28404,628.89872,0.04,0.04,0.00,0.01
TSLA,0.00,68983.67089,5449710,668.9,0.01,667.8039,658.76736,636.84185,-0.01,0.01,0.03,-0.03
TSLA,0.00,22856.78481,1805686,666.24,-0.03,665.68445,670.97446,664.01843,-0.01,-0.02,0.00,-0.01
TSLA,0.00,16015.35443,1265213,647.15,-0.01,649.575,656.5927,664.064435,-0.02,-0.04,-0.02,0.02
TSLA,0.00,10962.5443,866041,631.68,0.02,634.45585,634.67284,645.06445,0.02,0.02,-0.01,0.03
TSLA,0.00,12829.80952,538852,643.44,0.03,645.4057,645.15168,638.13096,0.03,0.02,0.01,-0.02
TSLA,0.00,9643.794872,752216,674.51,-0.02,667.3877,663.33218,645.24103,0.00,0.01,0.02,0.01
TSLA,0.00,6169.141026,481193,661,0.01,662.5742,665.91578,659.85121,0.00,0.00,0.01,0.03
TSLA,0.00,14159.01282,1104403,672.02,0.03,670.62535,666.56414,666.06425,0.03,0.03,0.01,0.01
TSLA,0.00,16604.19231,1295127,700,0.01,701.4656,695.45114,675.218475,0.00,0.02,0.03,0.01
TSLA,0.00,15768.39744,1229935,719.3,0.01,720.4415,712.9366,699.441625,0.01,0.02,0.03,0.02
TSLA,0.00,11939.58974,931288,723.66,0.02,724.5937,727.92378,720.72253,0.02,0.01,0.01,0.00
TSLA,0.00,16571.41026,1292570,758.49,0.00,760.1522,749.69678,735.946815,0.00,0.02,0.02,0.05
TSLA,0.00,19895.70513,1551865,777.63,0.05,775.30725,767.413,755.365305,0.05,0.05,0.03,0.03
TSLA,0.00,35001.8481,2765146,856,0.03,853.9525,841.43374,798.93163,0.02,0.03,0.05,-0.05
TSLA,0.00,28243.29114,2231220,849.63,-0.05,862.099,865.6715,849.50383,-0.05,-0.05,0.00,0.02
TSLA,0.00,18113.34615,1412841,830.94,0.02,831.43715,823.41136,845.387965,0.03,0.04,-0.01,0.00
TSLA,0.00,13834.83544,1092952,853.19,0.00,850.5743,853.97552,841.269535,0.00,-0.01,0.01,0.00
TSLA,0.00,13596.30769,1060512,843.5,0.00,844.91125,848.8769,848.951285,0.00,0.00,0.00,-0.03
TSLA,0.00,16110.89873,1272761,851.29,-0.03,853.547,850.3831,848.289925,-0.03,-0.02,0.00,0.01
TSLA,0.00,13476.93671,1064678,837.82,0.01,839.7218,832.60132,844.14221,0.00,0.01,-0.01,-0.01
TSLA,0.00,11689.37975,923461,858.8,-0.01,854.759,846.4061,839.50563,0.00,0.00,0.01,-0.01
TSLA,0.00,14736.93671,1164218,854.24,-0.01,852.6297,851.99968,845.84864,-0.01,-0.01,0.00,0.01
TSLA,0.00,6600.278481,521422,834.38,0.01,839.1075,843.455,848.269915,0.00,0.00,-0.01,0.03
TSLA,0.00,21828.65823,1724464,854.42,0.03,851.723,845.2057,843.494985,0.03,0.03,0.01,-0.01
TSLA,0.00,9991.987342,789367,891.77,-0.01,881.06325,875.1381,855.365465,0.01,0.01,0.02,0.00
TSLA,0.00,12957.17722,1023617,870.6,0.00,873.2745,881.3831,878.843375,0.00,-0.01,0.00,0.02
TSLA,0.00,20850.51282,1626340,819.35,0.02,823.29375,830.5027,868.727825,0.02,0.01,-0.02,-0.04
TSLA,0.00,17823.83544,1408083,829.21,-0.04,833.929,838.4738,848.45712,-0.05,-0.05,-0.03,0.03
TSLA,0.00,11987.70886,947029,814.29,0.03,817.3,803.05642,820.8577,0.02,0.04,0.00,0.03
TSLA,0.00,8117.594937,641290,845.34,0.03,842.9755,838.6876,818.556555,0.04,0.05,0.03,-0.03
TSLA,0.00,6538.307692,509988,877.03,-0.03,875.12525,876.751,849.6732,-0.02,-0.02,0.02,-0.01
TSLA,0.00,6337.512821,494326,855.26,-0.01,854.6315,856.6172,864.73872,-0.01,-0.01,-0.01,0.01
TSLA,0.00,6669.512821,520222,845.45,0.01,848.3278,846.45736,854.780935,0.00,0.01,-0.01,-0.01
TSLA,0.00,6773.037975,535070,868.299,-0.01,871.1435,859.4975,851.417995,-0.01,0.00,0.01,0.00
TSLA,0.00,6890.870968,427234,848.51,0.00,861.064,862.2991,859.23743,-0.02,-0.02,0.00,-0.04
TSLA,0.00,17266.53165,1364056,843.635,-0.04,846.4775,846.2912,857.153725,-0.04,-0.04,-0.02,0.00
TSLA,0.00,14650.92308,1142772,811.95,0.00,809.564,809.6137,833.396425,0.00,0.00,-0.02,0.02
TSLA,0.00,10612.53846,827778,801.38,0.02,806.57545,808.53198,815.369995,0.00,-0.01,-0.01,-0.03
TSLA,0.00,8018.873418,633491,818.02,-0.03,816.15135,807.63104,807.60606,-0.02,-0.01,0.00,0.02
TSLA,0.00,11752.79487,916718,779.09,0.02,788.63925,795.8343,802.19338,0.01,-0.01,-0.01,0.01
TSLA,0.00,7793.278481,615669,780.9,0.01,782.1954,787.53486,792.601395,0.01,0.00,-0.01,-0.02
TSLA,0.00,9702.435897,756790,795,-0.02,792.56,789.2476,785.208095,-0.02,-0.01,0.00,-0.06
TSLA,0.00,19642.16456,1551731,762.435,-0.06,764.04885,774.21204,783.862105,-0.05,-0.05,-0.02,0.06
TSLA,0.00,42155.59494,3330292,662.13,0.06,673.1216,691.04344,742.66667,0.04,0.00,-0.05,0.04
TSLA,0.00,14093.81013,1113411,712.18,0.04,720.282,713.83074,700.774465,0.02,0.02,0.01,-0.06
TSLA,0.00,20030.78481,1582432,725.05,-0.06,729.9384,730.72386,712.900475,-0.06,-0.05,0.01,-0.04
TSLA,0.00,22277.79747,1759946,699.695,-0.04,687.4555,681.3613,707.863635,-0.01,0.00,-0.03,0.04
TSLA,-0.01,6478.371795,505313,687.99,-0.05,34.498,374.4504,558.52385,18.19,0.76,-0.03,-0.05
TSLA,0.00,14097.11538,1099575,655.48,-0.05,65.8825,426.2386,520.13705,8.36,0.45,0.01,-0.04
TSLA,0.00,15920.4359,1241794,625.73,-0.04,586.1715,604.2777,521.890725,0.02,-0.02,0.06,-0.06
TSLA,0.00,9532.205128,743512,600.49,-0.06,597.629,590.8502,555.246225,-0.05,-0.02,0.06,0.11
TSLA,0.00,17372.58974,1355062,608.06,0.11,570.237,577.2721,588.5218,0.17,0.15,0.04,-0.05
TSLA,0.00,10694.60256,834179,700.3,-0.05,670.928,664.1098,612.556525,0.00,0.01,0.05,0.00
TSLA,0.00,10864.22078,836545,699.25,0.00,674.62675,671.7679,644.73805,0.03,0.03,0.06,0.04
TSLA,0.00,10131.82051,790282,669.4,0.04,694.57175,692.7978,680.415075,-0.01,-0.01,0.01,0.00
TSLA,0.00,7193.666667,474782,704.21,0.00,696.6685,690.7836,686.2215,0.01,0.02,0.01,-0.04
TSLA,0.00,8843.772727,583689,706.64,-0.04,702.59125,703.9515,694.5097,-0.03,-0.02,0.00,0.03
TSLA,0.00,10984.4697,724975,678.67,0.03,673.5725,681.5973,694.730525,0.03,0.00,-0.01,-0.04
TSLA,0.00,8504.636364,561306,680.52,-0.04,686.3245,684.3406,688.350825,-0.04,-0.02,-0.02,0.03
TSLA,0.00,10465.9697,690754,636.54,0.03,643.83625,658.4122,673.891175,0.01,-0.02,-0.01,-0.01
TSLA,0.00,12140.9697,801304,678.4,-0.01,671.037,657.5224,665.201875,0.02,0.05,0.00,-0.01
TSLA,0.00,8128.151515,536458,669.6,-0.01,673.5625,684.4794,667.27445,-0.02,-0.03,0.01,-0.04
TSLA,0.00,9859.166667,650705,654,-0.04,658.09525,663.3945,672.544875,-0.03,-0.03,-0.01,0.02
TSLA,0.00,9957.939394,657224,627.71,0.02,629.99825,638.2065,661.625275,0.01,0.00,-0.02,-0.03
TSLA,0.00,13075.59016,797611,636.05,-0.03,637.84075,634.9141,644.280475,-0.04,-0.03,-0.02,0.02
TSLA,0.00,6161.181818,406638,600.89,0.02,607.95425,609.8815,627.555325,0.00,0.00,-0.01,0.06
TSLA,0.00,12079.98485,797279,602.96,0.06,602.60125,606.7485,616.282775,0.04,0.03,-0.01,0.02
TSLA,0.00,8966.045455,591759,656.42,0.02,646.3375,632.008,615.3213,0.03,0.05,0.03,-0.03
TSLA,0.00,11247.93939,742364,683.16,-0.03,679.45475,670.3356,638.36935,-0.02,0.00,0.03,-0.01
TSLA,0.00,10077,665082,699.92,-0.01,684.674,674.7291,662.72225,0.02,0.03,0.03,0.01
TSLA,0.00,7692.893939,507731,687.42,0.01,690.1065,694.1415,681.794,0.00,-0.01,0.01,-0.03
TSLA,0.00,9553.787879,630550,689.69,-0.03,688.768,690.0625,688.6193,-0.02,-0.02,0.00,0.00
TSLA,0.00,8829.181818,582726,686.07,0.00,676.47725,676.3083,686.883875,0.01,0.01,0.00,0.00
TSLA,0.00,6870.060606,453424,677.01,0.00,679.29225,681.4421,683.018975,-0.01,-0.01,-0.01,0.00
TSLA,0.00,8049.348485,531257,700.27,0.00,689.0205,680.4182,679.638525,0.02,0.03,0.01,0.04
TSLA,0.00,7688.709091,422879,732.09,0.04,717.66875,707.0824,688.826975,0.06,0.06,0.03,-0.03
TSLA,0.00,12319.87879,813112,754.3,-0.03,763.739,756.3646,713.260675,-0.03,-0.01,0.03,0.01
TSLA,0.00,7559.227273,498909,732.95,0.01,730.9445,740.3733,736.6029,0.01,-0.01,0.01,0.01
TSLA,0.00,7668.666667,506132,730.53,0.01,731.8015,732.1549,742.837825,0.01,0.01,-0.01,0.02
TSLA,0.00,9013.878788,594916,700.25,0.02,715.1345,730.6781,733.4738,-0.01,-0.03,-0.01,-0.02
TSLA,0.00,10293.04545,679341,732.39,-0.02,724.2,716.7331,725.458875,-0.01,0.00,-0.01,0.04
TSLA,0.00,10239.69697,675820,713.16,0.04,710.8365,714.6817,717.978625,0.03,0.02,0.00,-0.03
TSLA,0.00,8177.575758,539720,743.04,-0.03,742.979,734.3611,722.262525,-0.03,-0.01,0.01,0.00
TSLA,0.00,7609.590909,502233,731.56,0.00,724.86925,726.434,727.436375,0.00,0.01,0.01,0.00
TSLA,0.00,7094.567164,475336,738.46,0.00,735.5055,731.647,732.491975,0.00,0.01,0.00,0.00
TSLA,0.00,7003.181818,462210,708.18,0.00,719.25075,729.5967,730.8412,-0.02,-0.03,-0.01,-0.01
TSLA,0.00,6013.212121,396872,701.85,-0.01,703.478,706.5555,723.043075,-0.01,-0.01,-0.02,-0.02
TSLA,0.00,8897.80303,587255,688.04,-0.02,694.83575,697.3752,708.65015,-0.02,-0.03,-0.02,0.03
TSLA,0.00,10577.87879,698140,692.07,0.03,679.875,678.5153,691.432425,0.04,0.04,0.00,-0.02
TSLA,0.00,7684.515152,507178,696.05,-0.02,700.0685,703.9823,691.680575,-0.02,-0.03,0.00,0.00
TSLA,0.00,8932.393939,589538,671.44,0.00,672.12625,679.249,690.346775,-0.01,-0.02,-0.01,0.00
TSLA,0.00,5424.712121,358031,671.73,0.00,674.09925,668.9588,679.929275,0.00,0.01,-0.01,0.01
TSLA,0.00,7660.333333,505582,659.03,0.01,669.79,671.028,671.666025,-0.02,-0.01,-0.01,0.00
TSLA,0.00,6286.742424,414925,675.35,0.00,668.476,662.9061,668.1777,0.00,0.01,0.00,-0.03
TSLA,0.00,9969.727273,658002,647.2,-0.03,658.6245,665.2304,666.8853,-0.04,-0.04,-0.01,0.02
TSLA,0.00,10003.02985,670203,604.64,0.02,614.02125,627.3301,653.59865,0.01,-0.01,-0.03,-0.03
TSLA,0.00,8688.58209,582135,604.27,-0.03,612.51575,616.7294,632.341625,-0.03,-0.03,-0.03,-0.03
TSLA,0.00,11331.98485,747911,591.48,-0.03,594.06925,597.1715,610.2982,-0.04,-0.04,-0.02,0.01
TSLA,0.00,8305.363636,548154,585.5,0.01,576.05025,572.2799,592.879625,0.02,0.02,-0.01,0.00
TSLA,0.00,8052.424242,531460,577.56,0.00,582.42675,582.6907,582.50835,-0.03,-0.02,-0.01,-0.02
TSLA,0.00,9291.893939,613265,586.755,-0.02,574.344,569.9047,577.00415,0.01,0.02,0.00,0.00
TSLA,0.00,7086.835616,517339,560.59,0.00,557.63375,572.9716,576.859525,0.01,-0.02,-0.01,0.01
TSLA,0.00,7235.878788,477568,582.16,0.01,574.3475,565.8041,570.48565,0.02,0.03,0.00,-0.02
TSLA,0.00,5572.318182,367773,589.665,-0.02,590.64075,585.3241,571.1698,-0.01,0.00,0.01,0.02
TSLA,0.00,6997.671642,468844,594.1,0.02,585.47375,586.2634,581.071425,0.04,0.03,0.02,0.00
TSLA,0.00,5358.787879,353680,605.61,0.00,606.904,607.4328,593.231275,-0.01,-0.01,0.01,0.02
TSLA,0.00,6602.848485,435788,609.93,0.02,605.43575,603.2462,599.608775,0.03,0.03,0.02,0.01
TSLA,0.00,5305.848485,350186,626.84,0.01,622.8865,622.8097,611.00695,0.00,0.00,0.01,0.00
TSLA,0.00,5653.393939,373124,622.56,0.00,627.32675,622.5611,618.05655,0.01,0.01,0.01,0.00
TSLA,0.00,4050.151515,267310,626.635,0.00,628.7045,630.3886,624.8645,-0.01,-0.01,0.00,-0.02
TSLA,0.00,6280.30303,414500,614.36,-0.02,618.282,622.5862,625.4353,-0.02,-0.03,-0.01,-0.04
TSLA,0.00,8887.106061,586549,596.09,-0.04,598.7455,601.229,616.759325,-0.04,-0.02,-0.02,0.01
TSLA,0.00,5126.666667,338360,595.84,0.01,585.564,585.7448,602.125425,0.02,0.02,-0.01,0.03
TSLA,0.00,5561.651515,367069,588.315,0.03,591.153,595.1588,594.539,0.02,0.00,0.00,-0.01
TSLA,0.00,6371.969697,420550,608.79,-0.01,612.5155,602.2835,592.9703,-0.02,0.00,0.01,-0.01
TSLA,0.00,3932.424242,259540,604.25,-0.01,603.86875,602.5867,598.5022,-0.01,0.00,0.01,0.00
TSLA,0.00,4917.575758,324560,610.91,0.00,606.90825,603.1374,603.167575,0.01,0.01,0.00,0.01
TSLA,0.00,3402.848485,224588,606.58,0.01,606.381,610.1579,605.70545,0.00,0.00,0.00,0.00
TSLA,0.00,4364.57971,301156,618.835,0.00,615.8,612.271,608.49365,0.00,0.01,0.01,-0.01
TSLA,0.00,3948.924242,260629,607.16,-0.01,612.9505,615.3462,612.310225,-0.02,-0.02,0.00,0.01
TSLA,0.00,5937.140845,421537,598.91,0.01,599.388,601.35,610.223275,0.01,0.00,-0.01,0.01
TSLA,0.00,4631.015152,305647,612.8,0.01,607.5355,605.0429,605.013075,0.02,0.02,0.00,0.01
TSLA,0.00,5173.348485,341441,615.04,0.01,616.68925,617.8813,607.63055,0.01,0.01,0.01,0.02
TSLA,0.00,5144.106061,339511,610.59,0.02,616.73625,620.4103,615.3817,0.01,0.01,0.01,0.01
TSLA,0.00,3782.545455,249648,619.26,0.01,620.3375,624.0184,620.373125,0.01,0.00,0.00,0.00
TSLA,0.00,5626.818182,371370,653.64,0.00,639.80675,630.8605,624.062775,0.02,0.04,0.02,-0.01
TSLA,0.00,8287.955224,555293,685.08,-0.01,672.375,661.2215,639.047525,0.02,0.04,0.03,-0.02
TSLA,0.00,5683.134328,380770,686.46,-0.02,683.35925,684.8331,663.9775,-0.02,-0.02,0.02,0.00
TSLA,0.00,3196.861538,207796,689.19,0.00,680.45825,676.0649,678.239,0.01,0.02,0.01,0.00
TSLA,0.00,3623.5,239151,680.15,0.00,683.48625,684.8925,682.385875,-0.01,-0.01,0.00,-0.01
TSLA,0.00,3780.454545,249510,685.99,-0.01,683.81575,681.2609,682.092225,0.00,0.00,0.00,0.00
TSLA,0.00,4151.161765,282279,680.2,0.00,680.17075,682.5527,683.16545,0.00,-0.01,0.00,-0.01
TSLA,0.00,4689.348485,309497,686.77,-0.01,684.82575,679.9479,681.9139,-0.01,0.00,0.00,-0.01
TSLA,0.00,4918.727273,324636,665.57,-0.01,669.80875,675.5391,678.97995,-0.02,-0.03,-0.01,0.00
TSLA,0.00,4170.515152,275254,643.75,0.00,654.15225,655.2872,669.7037,-0.01,-0.02,-0.02,0.02
TSLA,0.00,4449.477612,298115,639.01,0.02,635.5595,641.1786,654.76625,0.02,0.01,-0.01,0.01
TSLA,0.00,3692.242424,243688,650.54,0.01,651.016,649.5282,646.764325,0.01,0.01,0.00,0.00
TSLA,0.00,4396.742424,290185,685.66,0.00,670.49675,661.0539,649.888525,0.02,0.03,0.02,-0.01
TSLA,0.00,3907.606061,257902,677.39,-0.01,681.99975,682.6037,665.869175,-0.02,-0.01,0.01,-0.02
TSLA,0.00,4548.060606,300172,668.41,-0.02,668.3415,670.7014,674.5964,-0.02,-0.01,0.00,-0.01
TSLA,0.00,3727.044776,249712,656.895,-0.01,658.70725,659.727,671.520425,-0.02,-0.02,-0.02,0.00
TSLA,0.00,3685.015152,243211,645.04,0.00,647.938,645.4202,658.332575,-0.01,0.00,-0.01,0.03
TSLA,0.00,3367.954545,222285,627.9,0.03,632.03425,640.5807,648.17215,0.02,0.00,-0.01,0.02
